DATE,LREM64TTUSM156S
1994-10-01,72.439065094431
1994-11-01,72.6134820853343
1994-12-01,72.6805558416693
1995-01-01,72.5796084167921
1995-02-01,72.7314773201482
1995-03-01,72.7009378646405
1995-04-01,72.5981073492999
1995-05-01,72.4061599172794
1995-06-01,72.4422103340273
1995-07-01,72.5457279789238
1995-08-01,72.4757537718437
1995-09-01,72.488265636591
1995-10-01,72.5672131481479
1995-11-01,72.4836740410666
1995-12-01,72.3526800097258
1996-01-01,72.3379474956302
1996-02-01,72.5186311101476
1996-03-01,72.5943506278749
1996-04-01,72.5583805226072
1996-05-01,72.7101026473915
1996-06-01,72.829141031058
1996-07-01,72.9926896196802
1996-08-01,73.0511309521067
1996-09-01,73.1687923971646
1996-10-01,73.2911539340761
1996-11-01,73.1555982602846
1996-12-01,73.1108974458913
1997-01-01,73.0438189880452
1997-02-01,73.0735495712469
1997-03-01,73.3545173642945
1997-04-01,73.3652410788214
1997-05-01,73.49515304679
1997-06-01,73.4546542344379
1997-07-01,73.6742329933107
1997-08-01,73.7551998827942
1997-09-01,73.6475673081434
1997-10-01,73.6616885569501
1997-11-01,73.8106826691997
1997-12-01,73.7474576048494
1998-01-01,73.7053763863769
1998-02-01,73.7761059660913
1998-03-01,73.798697597069
1998-04-01,73.8696645248306
1998-05-01,73.8809418452318
1998-06-01,73.8044566006634
1998-07-01,73.7332331933252
1998-08-01,73.8019620676414
1998-09-01,73.9284642337898
1998-10-01,73.8638002680682
1998-11-01,73.9219699018442
1998-12-01,74.0555317866386
1999-01-01,74.0842273742613
1999-02-01,73.940104772464
1999-03-01,73.9380004725733
1999-04-01,73.8145468716425
1999-05-01,73.9775390808617
1999-06-01,73.9013786196195
1999-07-01,73.8762733972056
1999-08-01,73.9111373822852
1999-09-01,73.8259891993498
1999-10-01,73.9357279125433
1999-11-01,74.0379011848994
1999-12-01,74.1145316195419
2000-01-01,74.262948311255
2000-02-01,74.282496526865
2000-03-01,74.2420260514942
2000-04-01,74.5074358484975
2000-05-01,74.0795310698146
2000-06-01,74.2129970898463
2000-07-01,73.8263952637286
2000-08-01,73.878045437264
2000-09-01,73.8620174405726
2000-10-01,73.8834533010549
2000-11-01,73.9274213336229
2000-12-01,74.1172673888502
2001-01-01,73.9750260932629
2001-02-01,73.8814145388572
2001-03-01,73.9200654395689
2001-04-01,73.5517645168955
2001-05-01,73.396678220979
2001-06-01,73.1426689313195
2001-07-01,73.1263335025912
2001-08-01,72.5759978152628
2001-09-01,72.793043127324
2001-10-01,72.4630205011504
2001-11-01,72.304983774745
2001-12-01,72.2254724753132
2002-01-01,72.016936361078
2002-02-01,72.3322025734365
2002-03-01,72.1319101291406
2002-04-01,71.914776430061
2002-05-01,72.0263721401537
2002-06-01,71.8410010987164
2002-07-01,71.7481011708978
2002-08-01,71.8895201377349
2002-09-01,72.0760441544809
2002-10-01,71.8898083648196
2002-11-01,71.541801459824
2002-12-01,71.5700854082384
2003-01-01,71.590301041552
2003-02-01,71.520525572418
2003-03-01,71.3962247233074
2003-04-01,71.3785560171925
2003-05-01,71.2130606380087
2003-06-01,71.2152858842565
2003-07-01,70.9899525055814
2003-08-01,71.0028448672143
2003-09-01,70.9193305384194
2003-10-01,71.0562542022881
2003-11-01,71.1372722212026
2003-12-01,71.1180680698462
2004-01-01,71.2780213640104
2004-02-01,71.2085764918784
2004-03-01,71.0498755104184
2004-04-01,71.1827375520786
2004-05-01,71.1316271293343
2004-06-01,71.1071881156762
2004-07-01,71.3039331222768
2004-08-01,71.2652375305179
2004-09-01,71.1524084377982
2004-10-01,71.2223628472311
2004-11-01,71.3633425814826
2004-12-01,71.3000935353956
2005-01-01,71.3085884749495
2005-02-01,71.2243994953807
2005-03-01,71.2667416166326
2005-04-01,71.4359440622127
2005-05-01,71.529195172953
2005-06-01,71.4949058844283
2005-07-01,71.6271914165424
2005-08-01,71.825859694845
2005-09-01,71.6873740295124
2005-10-01,71.6916608423074
2005-11-01,71.5566824179752
2005-12-01,71.6265485558287
2006-01-01,71.6895991497311
2006-02-01,71.7744765503154
2006-03-01,71.8418617060153
2006-04-01,71.7891993760428
2006-05-01,71.8702066749912
2006-06-01,72.0071905281041
2006-07-01,72.0060972130261
2006-08-01,72.0980949656158
2006-09-01,72.0504551296735
2006-10-01,72.2415498643479
2006-11-01,72.177871642104
2006-12-01,72.3239543947371
2007-01-01,72.139503345627
2007-02-01,71.9761165952544
2007-03-01,72.0181885768682
2007-04-01,71.7054896123521
2007-05-01,71.7538827311369
2007-06-01,71.7690694688182
2007-07-01,71.7336101028144
2007-08-01,71.5672197583377
2007-09-01,71.6966198006067
2007-10-01,71.5786506604714
2007-11-01,71.7746133524388
2007-12-01,71.5516063292698
2008-01-01,71.6800484400066
2008-02-01,71.4369118000464
2008-03-01,71.4061608789098
2008-04-01,71.4276370916716
2008-05-01,71.2037642380171
2008-06-01,71.1269159337434
2008-07-01,70.937636901895
2008-08-01,70.7181350893681
2008-09-01,70.5401354863845
2008-10-01,70.3921624541644
2008-11-01,69.9427328553655
2008-12-01,69.5577947283494
2009-01-01,69.0257983293436
2009-02-01,68.7251597468445
2009-03-01,68.2127478725949
2009-04-01,68.1206017287841
2009-05-01,67.765267199825
2009-06-01,67.8107342406782
2009-07-01,67.700473157328
2009-08-01,67.3283197873506
2009-09-01,66.8810825854458
2009-10-01,66.6032130891126
2009-11-01,66.6709080431365
2009-12-01,66.4104910427229
2010-01-01,66.7505925754232
2010-02-01,66.7092136871639
2010-03-01,66.7321568130846
2010-04-01,66.8683254589104
2010-05-01,66.7554696738028
2010-06-01,66.7520567156574
2010-07-01,66.7323185367671
2010-08-01,66.7832110698219
2010-09-01,66.6597532226862
2010-10-01,66.4584535056681
2010-11-01,66.3683336497509
2010-12-01,66.4939201117287
2011-01-01,66.6807657789058
2011-02-01,66.5986282813945
2011-03-01,66.6859957531607
2011-04-01,66.5396741943576
2011-05-01,66.5367368418862
2011-06-01,66.4142840251652
2011-07-01,66.4014070580733
2011-08-01,66.6670105887331
2011-09-01,66.6871110191237
2011-10-01,66.6656931488602
2011-11-01,66.8165631175465
2011-12-01,66.8545615823147
2012-01-01,66.9292766087968
2012-02-01,66.9657633658117
2012-03-01,66.9864892053427
2012-04-01,66.9227886246138
2012-05-01,67.062709487553
2012-06-01,67.1295575588837
2012-07-01,67.0484954498939
2012-08-01,67.0050762256049
2012-09-01,67.3124816485369
2012-10-01,67.4957639259823
2012-11-01,67.2776806702658
2012-12-01,67.295499722041
2013-01-01,67.2601753893676
2013-02-01,67.2430265346018
2013-03-01,67.1769388088125
2013-04-01,67.2722124496272
2013-05-01,67.3424273149896
2013-06-01,67.3666438868889
2013-07-01,67.4912681555898
2013-08-01,67.4193912051253
2013-09-01,67.4693897785184
2013-10-01,67.1286719912497
2013-11-01,67.4418178575009
2013-12-01,67.5381834022227
2014-01-01,67.713424055031
2014-02-01,67.6850762124879
2014-03-01,67.9170699495453
2014-04-01,67.9419020673832
2014-05-01,68.0292551537825
2014-06-01,68.1572737318671
2014-07-01,68.1741412264662
2014-08-01,68.2313762663376
2014-09-01,68.2820127436762
2014-10-01,68.572165841129
2014-11-01,68.5097253423396
2014-12-01,68.4813856954215
2015-01-01,68.5453485026494
2015-02-01,68.5363487445016
2015-03-01,68.429595312507
2015-04-01,68.6908873511542
2015-05-01,68.7994678936566
2015-06-01,68.6899440898726
2015-07-01,68.6388805853845
2015-08-01,68.7642004443196
2015-09-01,68.6530404045687
2015-10-01,68.7160142282045
2015-11-01,68.8661819786136
2015-12-01,69.0786254480948
2016-01-01,69.1885682905582
2016-02-01,69.2629232205729
2016-03-01,69.2845483023272
2016-04-01,69.1817270278295
2016-05-01,69.2919246598804
2016-06-01,69.2037057560424
2016-07-01,69.2874197251422
2016-08-01,69.3927793860314
2016-09-01,69.427981213869
2016-10-01,69.4125863679329
2016-11-01,69.5393063072282
2016-12-01,69.5607163684584
2017-01-01,69.647420387107
2017-02-01,69.7166860940023
2017-03-01,70.013568934405
2017-04-01,70.0978711107528
2017-05-01,70.0132095657868
2017-06-01,70.1035436990441
2017-07-01,70.1774994075044
2017-08-01,70.1613236615367
2017-09-01,70.4771525703282
2017-10-01,70.2432784906938
2017-11-01,70.2800187060833
2017-12-01,70.2753168850262
2018-01-01,70.3218647659483
2018-02-01,70.602755660127
2018-03-01,70.5587697203744
2018-04-01,70.5854330271886
2018-05-01,70.74112062913
2018-06-01,70.7044736106178
2018-07-01,70.8664436699622
2018-08-01,70.5823212445349
2018-09-01,70.7671393157373
2018-10-01,70.9041356413284
2018-11-01,70.9690866176418
2018-12-01,70.9888423728433
2019-01-01,71.0183161919874
2019-02-01,71.0436824259881
2019-03-01,71.0782668697214
2019-04-01,71.1551357405857
2019-05-01,71.1534581112532
2019-06-01,71.2522373251786
2019-07-01,71.2659349298549
2019-08-01,71.435857606254
2019-09-01,71.722503011687
2019-10-01,71.6872132449707
2019-11-01,71.676520708024
2019-12-01,71.6886133194083
2020-01-01,71.7723759997382
2020-02-01,71.7896749519518
2020-03-01,70.5640084963265
2020-04-01,60.2610143723991
2020-05-01,62.2463802351853
2020-06-01,64.7914862855258
2020-07-01,65.3930703578838
2020-08-01,66.8612969082355
2020-09-01,66.9347058521512
2020-10-01,67.8390574556321
2020-11-01,67.7674252079069
2020-12-01,67.9143578034385
2021-01-01,68.1853422641732
2021-02-01,68.4053612347381
2021-03-01,68.5972296492332
2021-04-01,68.7026121620012
2021-05-01,68.9805578004634
2021-06-01,69.1190378782145
2021-07-01,69.6649675513063
2021-08-01,69.6937330684859
2021-09-01,69.9626828916781
2021-10-01,70.1343632590842
2021-11-01,70.5873172816882
2021-12-01,70.7996098073062
2022-01-01,70.7488988647949
2022-02-01,70.890306613295
2022-03-01,71.3116222604716
2022-04-01,71.2623781144524
2022-05-01,71.3854159587639
2022-06-01,71.2541645541834
