,date,RSAFS,RSFSXMV,RSHPCS,RSGASS,RSCCAS,RSSGHBMS,RSGMS,RSDSELD,RSMSR,RSNSR,RSFSDP,RSXFS,break_inflate10,cpi,employ_rate,indust_prod,mortgage_rate30
215,2020-12-01,542942,431856,29948,39293,20007,7711,60493,8867,11802,85101,54066,488876,1.9159090909090908,0.0941478467042597,67.9143578034385,98.138,2.684
216,2021-01-01,572822,457790,29977,41104,21093,8545,65762,10555,11835,91081,59553,513269,2.081578947368421,0.425378348702726,68.1853422641732,99.2645,2.735
217,2021-02-01,562686,450910,29740,42741,19904,7830,62783,9929,11602,90997,59036,503650,2.18,0.547438279392344,68.4053612347381,96.2231,2.81
218,2021-03-01,625731,494626,32383,46146,24019,9513,69549,11311,13170,99351,67362,558369,2.275217391304348,0.708327313374951,68.5972296492332,98.8621,3.0825
219,2021-04-01,625764,492307,32315,45900,24070,9367,68499,11206,13291,95121,69899,555865,2.3495454545454546,0.821890915406006,68.7026121620012,99.0246,3.06
220,2021-05-01,622921,491778,31531,46209,24789,9095,66475,11432,12482,96292,72480,550441,2.468,0.80171051547627,68.9805578004634,99.7785,2.9625
221,2021-06-01,627756,499775,32847,46862,25828,8939,67064,11564,13656,96048,75912,551844,2.3427272727272728,0.929066290235704,69.1190378782145,100.1923,2.975
222,2021-07-01,620648,499779,32678,48385,25237,8974,66518,11365,13894,94858,77293,543355,2.327619047619048,0.481052352629404,69.6649675513063,100.8724,2.868
223,2021-08-01,624738,505547,32866,49523,25020,8951,67257,11378,14060,96886,77792,546946,2.348636363636364,0.206591136361161,69.6937330684859,100.837,2.8425
224,2021-09-01,630905,510560,32710,51633,25376,8951,67760,11481,14324,97724,78288,552617,2.3442857142857143,0.271597085905821,69.9626828916781,99.8498,2.9
225,2021-10-01,640899,518231,32444,53978,25487,9020,68516,11491,14463,99837,78603,562296,2.535,0.830811855200318,70.1343632590842,101.3602,3.0675
226,2021-11-01,644741,521070,32793,55209,25784,9194,68402,11220,14381,100341,79051,565690,2.616,0.491342750434762,70.5873172816882,101.961,3.0675
227,2021-12-01,634393,513586,32797,55910,25051,8968,67197,10253,14285,95958,77583,556810,2.4581818181818185,0.307251716148357,70.7996098073062,101.7587,3.098
228,2022-01-01,651557,521891,32815,54919,25160,8877,69233,11376,14527,102773,75557,576000,2.4495,0.841457378354523,70.7488988647949,102.146,3.445
229,2022-02-01,662321,530893,32445,58392,25481,8916,67568,11397,14986,104095,80553,581768,2.457894736842105,0.913397925647697,70.890306613295,102.9981,3.7625
230,2022-03-01,669958,541436,32763,64656,26157,9009,68468,11393,15490,102895,82388,587570,2.8465217391304347,1.33513795485627,71.3116222604716,103.7286,4.172
231,2022-04-01,674719,543908,32962,63819,26166,9069,68026,11419,15864,104003,84481,590238,2.884,0.558253102565497,71.2623781144524,104.5224,4.9825
232,2022-05-01,673852,546969,32695,67413,25866,9106,68175,11526,15497,103005,85217,588635,2.6885714285714286,1.10235239995988,71.3854159587639,104.5729,5.23
