,A,B,A+B
13282,0.313720703,0.500640869,0.814361572
13283,0.313720703,0.125640869,0.439361572
13284,0.313720703,0.625640869,0.939361572
13285,0.313720703,0.031890869,0.345611572
13286,0.313720703,0.531890869,0.845611572
13287,0.313720703,0.156890869,0.470611572
13288,0.313720703,0.656890869,0.970611572
13289,0.313720703,0.008453369,0.322174072
13290,0.313720703,0.508453369,0.822174072
13291,0.313720703,0.133453369,0.447174072
13292,0.313720703,0.633453369,0.947174072
13293,0.313720703,0.039703369,0.353424072
13294,0.313720703,0.539703369,0.853424072
13295,0.313720703,0.164703369,0.478424072
13296,0.313720703,0.664703369,0.978424072
13297,0.313720703,0.002593994,0.316314697
13298,0.313720703,0.502593994,0.816314697
13299,0.313720703,0.127593994,0.441314697
13300,0.313720703,0.627593994,0.941314697
13301,0.313720703,0.033843994,0.347564697
13302,0.313720703,0.533843994,0.847564697
13303,0.313720703,0.158843994,0.472564697
13304,0.313720703,0.658843994,0.972564697
13305,0.313720703,0.010406494,0.324127197
13306,0.313720703,0.510406494,0.824127197
13307,0.313720703,0.135406494,0.449127197
13308,0.313720703,0.635406494,0.949127197
13309,0.313720703,0.041656494,0.355377197
13310,0.313720703,0.541656494,0.855377197
13311,0.313720703,0.166656494,0.480377197
13312,0.313720703,0.666656494,0.980377197
13313,0.016845703,0,0.016845703
13314,0.016845703,0.5,0.516845703
13315,0.016845703,0.125,0.141845703
13316,0.016845703,0.625,0.641845703
13317,0.016845703,0.03125,0.048095703
13318,0.016845703,0.53125,0.548095703
13319,0.016845703,0.15625,0.173095703
13320,0.016845703,0.65625,0.673095703
13321,0.016845703,0.0078125,0.024658203
13322,0.016845703,0.5078125,0.524658203
13323,0.016845703,0.1328125,0.149658203
13324,0.016845703,0.6328125,0.649658203
13325,0.016845703,0.0390625,0.055908203
13326,0.016845703,0.5390625,0.555908203
13327,0.016845703,0.1640625,0.180908203
13328,0.016845703,0.6640625,0.680908203
13329,0.016845703,0.001953125,0.018798828
13330,0.016845703,0.501953125,0.518798828
13331,0.016845703,0.126953125,0.143798828
13332,0.016845703,0.626953125,0.643798828
13333,0.016845703,0.033203125,0.050048828
13334,0.016845703,0.533203125,0.550048828
13335,0.016845703,0.158203125,0.175048828
13336,0.016845703,0.658203125,0.675048828
13337,0.016845703,0.009765625,0.026611328
13338,0.016845703,0.509765625,0.526611328
13339,0.016845703,0.134765625,0.151611328
13340,0.016845703,0.634765625,0.651611328
13341,0.016845703,0.041015625,0.057861328
13342,0.016845703,0.541015625,0.557861328
13343,0.016845703,0.166015625,0.182861328
13344,0.016845703,0.666015625,0.682861328
13345,0.016845703,0.000488281,0.017333984
13346,0.016845703,0.500488281,0.517333984
13347,0.016845703,0.125488281,0.142333984
13348,0.016845703,0.625488281,0.642333984
13349,0.016845703,0.031738281,0.048583984
13350,0.016845703,0.531738281,0.548583984
13351,0.016845703,0.156738281,0.173583984
13352,0.016845703,0.656738281,0.673583984
13353,0.016845703,0.008300781,0.025146484
13354,0.016845703,0.508300781,0.525146484
13355,0.016845703,0.133300781,0.150146484
13356,0.016845703,0.633300781,0.650146484
13357,0.016845703,0.039550781,0.056396484
13358,0.016845703,0.539550781,0.556396484
13359,0.016845703,0.164550781,0.181396484
13360,0.016845703,0.664550781,0.681396484
13361,0.016845703,0.002441406,0.019287109
13362,0.016845703,0.502441406,0.519287109
13363,0.016845703,0.127441406,0.144287109
13364,0.016845703,0.627441406,0.644287109
13365,0.016845703,0.033691406,0.050537109
13366,0.016845703,0.533691406,0.550537109
13367,0.016845703,0.158691406,0.175537109
13368,0.016845703,0.658691406,0.675537109
13369,0.016845703,0.010253906,0.027099609
13370,0.016845703,0.510253906,0.527099609
13371,0.016845703,0.135253906,0.152099609
13372,0.016845703,0.635253906,0.652099609
13373,0.016845703,0.041503906,0.058349609
13374,0.016845703,0.541503906,0.558349609
13375,0.016845703,0.166503906,0.183349609
13376,0.016845703,0.666503906,0.683349609
13377,0.016845703,0.00012207,0.016967773
13378,0.016845703,0.50012207,0.516967773
13379,0.016845703,0.12512207,0.141967773
13380,0.016845703,0.62512207,0.641967773
13381,0.016845703,0.03137207,0.048217773
13382,0.016845703,0.53137207,0.548217773
13383,0.016845703,0.15637207,0.173217773
13384,0.016845703,0.65637207,0.673217773
13385,0.016845703,0.00793457,0.024780273
13386,0.016845703,0.50793457,0.524780273
13387,0.016845703,0.13293457,0.149780273
13388,0.016845703,0.63293457,0.649780273
13389,0.016845703,0.03918457,0.056030273
13390,0.016845703,0.53918457,0.556030273
13391,0.016845703,0.16418457,0.181030273
13392,0.016845703,0.66418457,0.681030273
13393,0.016845703,0.002075195,0.018920898
13394,0.016845703,0.502075195,0.518920898
13395,0.016845703,0.127075195,0.143920898
13396,0.016845703,0.627075195,0.643920898
13397,0.016845703,0.033325195,0.050170898
13398,0.016845703,0.533325195,0.550170898
13399,0.016845703,0.158325195,0.175170898
13400,0.016845703,0.658325195,0.675170898
13401,0.016845703,0.009887695,0.026733398
13402,0.016845703,0.509887695,0.526733398
13403,0.016845703,0.134887695,0.151733398
13404,0.016845703,0.634887695,0.651733398
13405,0.016845703,0.041137695,0.057983398
13406,0.016845703,0.541137695,0.557983398
13407,0.016845703,0.166137695,0.182983398
13408,0.016845703,0.666137695,0.682983398
13409,0.016845703,0.000610352,0.017456055
13410,0.016845703,0.500610352,0.517456055
13411,0.016845703,0.125610352,0.142456055
13412,0.016845703,0.625610352,0.642456055
13413,0.016845703,0.031860352,0.048706055
13414,0.016845703,0.531860352,0.548706055
13415,0.016845703,0.156860352,0.173706055
13416,0.016845703,0.656860352,0.673706055
13417,0.016845703,0.008422852,0.025268555
13418,0.016845703,0.508422852,0.525268555
13419,0.016845703,0.133422852,0.150268555
13420,0.016845703,0.633422852,0.650268555
13421,0.016845703,0.039672852,0.056518555
13422,0.016845703,0.539672852,0.556518555
13423,0.016845703,0.164672852,0.181518555
13424,0.016845703,0.664672852,0.681518555
13425,0.016845703,0.002563477,0.01940918
13426,0.016845703,0.502563477,0.51940918
13427,0.016845703,0.127563477,0.14440918
13428,0.016845703,0.627563477,0.64440918
13429,0.016845703,0.033813477,0.05065918
13430,0.016845703,0.533813477,0.55065918
13431,0.016845703,0.158813477,0.17565918
13432,0.016845703,0.658813477,0.67565918
13433,0.016845703,0.010375977,0.02722168
13434,0.016845703,0.510375977,0.52722168
13435,0.016845703,0.135375977,0.15222168
13436,0.016845703,0.635375977,0.65222168
13437,0.016845703,0.041625977,0.05847168
13438,0.016845703,0.541625977,0.55847168
13439,0.016845703,0.166625977,0.18347168
13440,0.016845703,0.666625977,0.68347168
13441,0.016845703,3.05E-05,0.016876221
13442,0.016845703,0.500030518,0.516876221
13443,0.016845703,0.125030518,0.141876221
13444,0.016845703,0.625030518,0.641876221
13445,0.016845703,0.031280518,0.048126221
13446,0.016845703,0.531280518,0.548126221
13447,0.016845703,0.156280518,0.173126221
13448,0.016845703,0.656280518,0.673126221
13449,0.016845703,0.007843018,0.024688721
13450,0.016845703,0.507843018,0.524688721
13451,0.016845703,0.132843018,0.149688721
13452,0.016845703,0.632843018,0.649688721
13453,0.016845703,0.039093018,0.055938721
13454,0.016845703,0.539093018,0.555938721
13455,0.016845703,0.164093018,0.180938721
13456,0.016845703,0.664093018,0.680938721
13457,0.016845703,0.001983643,0.018829346
13458,0.016845703,0.501983643,0.518829346
13459,0.016845703,0.126983643,0.143829346
13460,0.016845703,0.626983643,0.643829346
13461,0.016845703,0.033233643,0.050079346
13462,0.016845703,0.533233643,0.550079346
13463,0.016845703,0.158233643,0.175079346
13464,0.016845703,0.658233643,0.675079346
13465,0.016845703,0.009796143,0.026641846
13466,0.016845703,0.509796143,0.526641846
13467,0.016845703,0.134796143,0.151641846
13468,0.016845703,0.634796143,0.651641846
13469,0.016845703,0.041046143,0.057891846
13470,0.016845703,0.541046143,0.557891846
13471,0.016845703,0.166046143,0.182891846
13472,0.016845703,0.666046143,0.682891846
13473,0.016845703,0.000518799,0.017364502
13474,0.016845703,0.500518799,0.517364502
13475,0.016845703,0.125518799,0.142364502
13476,0.016845703,0.625518799,0.642364502
13477,0.016845703,0.031768799,0.048614502
13478,0.016845703,0.531768799,0.548614502
13479,0.016845703,0.156768799,0.173614502
13480,0.016845703,0.656768799,0.673614502
13481,0.016845703,0.008331299,0.025177002
13482,0.016845703,0.508331299,0.525177002
13483,0.016845703,0.133331299,0.150177002
13484,0.016845703,0.633331299,0.650177002
13485,0.016845703,0.039581299,0.056427002
13486,0.016845703,0.539581299,0.556427002
13487,0.016845703,0.164581299,0.181427002
13488,0.016845703,0.664581299,0.681427002
13489,0.016845703,0.002471924,0.019317627
13490,0.016845703,0.502471924,0.519317627
13491,0.016845703,0.127471924,0.144317627
13492,0.016845703,0.627471924,0.644317627
13493,0.016845703,0.033721924,0.050567627
13494,0.016845703,0.533721924,0.550567627
13495,0.016845703,0.158721924,0.175567627
13496,0.016845703,0.658721924,0.675567627
13497,0.016845703,0.010284424,0.027130127
13498,0.016845703,0.510284424,0.527130127
13499,0.016845703,0.135284424,0.152130127
13500,0.016845703,0.635284424,0.652130127
13501,0.016845703,0.041534424,0.058380127
13502,0.016845703,0.541534424,0.558380127
13503,0.016845703,0.166534424,0.183380127
13504,0.016845703,0.666534424,0.683380127
13505,0.016845703,0.000152588,0.016998291
13506,0.016845703,0.500152588,0.516998291
13507,0.016845703,0.125152588,0.141998291
13508,0.016845703,0.625152588,0.641998291
13509,0.016845703,0.031402588,0.048248291
13510,0.016845703,0.531402588,0.548248291
13511,0.016845703,0.156402588,0.173248291
13512,0.016845703,0.656402588,0.673248291
13513,0.016845703,0.007965088,0.024810791
13514,0.016845703,0.507965088,0.524810791
13515,0.016845703,0.132965088,0.149810791
13516,0.016845703,0.632965088,0.649810791
13517,0.016845703,0.039215088,0.056060791
13518,0.016845703,0.539215088,0.556060791
13519,0.016845703,0.164215088,0.181060791
13520,0.016845703,0.664215088,0.681060791
13521,0.016845703,0.002105713,0.018951416
13522,0.016845703,0.502105713,0.518951416
13523,0.016845703,0.127105713,0.143951416
13524,0.016845703,0.627105713,0.643951416
13525,0.016845703,0.033355713,0.050201416
13526,0.016845703,0.533355713,0.550201416
13527,0.016845703,0.158355713,0.175201416
13528,0.016845703,0.658355713,0.675201416
13529,0.016845703,0.009918213,0.026763916
13530,0.016845703,0.509918213,0.526763916
13531,0.016845703,0.134918213,0.151763916
13532,0.016845703,0.634918213,0.651763916
13533,0.016845703,0.041168213,0.058013916
13534,0.016845703,0.541168213,0.558013916
13535,0.016845703,0.166168213,0.183013916
13536,0.016845703,0.666168213,0.683013916
13537,0.016845703,0.000640869,0.017486572
13538,0.016845703,0.500640869,0.517486572
13539,0.016845703,0.125640869,0.142486572
13540,0.016845703,0.625640869,0.642486572
13541,0.016845703,0.031890869,0.048736572
13542,0.016845703,0.531890869,0.548736572
13543,0.016845703,0.156890869,0.173736572
13544,0.016845703,0.656890869,0.673736572
13545,0.016845703,0.008453369,0.025299072
13546,0.016845703,0.508453369,0.525299072
13547,0.016845703,0.133453369,0.150299072
13548,0.016845703,0.633453369,0.650299072
13549,0.016845703,0.039703369,0.056549072
13550,0.016845703,0.539703369,0.556549072
13551,0.016845703,0.164703369,0.181549072
13552,0.016845703,0.664703369,0.681549072
13553,0.016845703,0.002593994,0.019439697
13554,0.016845703,0.502593994,0.519439697
13555,0.016845703,0.127593994,0.144439697
13556,0.016845703,0.627593994,0.644439697
13557,0.016845703,0.033843994,0.050689697
13558,0.016845703,0.533843994,0.550689697
13559,0.016845703,0.158843994,0.175689697
13560,0.016845703,0.658843994,0.675689697
13561,0.016845703,0.010406494,0.027252197
13562,0.016845703,0.510406494,0.527252197
13563,0.016845703,0.135406494,0.152252197
13564,0.016845703,0.635406494,0.652252197
13565,0.016845703,0.041656494,0.058502197
13566,0.016845703,0.541656494,0.558502197
13567,0.016845703,0.166656494,0.183502197
13568,0.016845703,0.666656494,0.683502197
13569,0.266845703,0,0.266845703
13570,0.266845703,0.5,0.766845703
13571,0.266845703,0.125,0.391845703
13572,0.266845703,0.625,0.891845703
13573,0.266845703,0.03125,0.298095703
13574,0.266845703,0.53125,0.798095703
13575,0.266845703,0.15625,0.423095703
13576,0.266845703,0.65625,0.923095703
13577,0.266845703,0.0078125,0.274658203
13578,0.266845703,0.5078125,0.774658203
13579,0.266845703,0.1328125,0.399658203
13580,0.266845703,0.6328125,0.899658203
13581,0.266845703,0.0390625,0.305908203
13582,0.266845703,0.5390625,0.805908203
13583,0.266845703,0.1640625,0.430908203
13584,0.266845703,0.6640625,0.930908203
13585,0.266845703,0.001953125,0.268798828
13586,0.266845703,0.501953125,0.768798828
13587,0.266845703,0.126953125,0.393798828
13588,0.266845703,0.626953125,0.893798828
13589,0.266845703,0.033203125,0.300048828
13590,0.266845703,0.533203125,0.800048828
13591,0.266845703,0.158203125,0.425048828
13592,0.266845703,0.658203125,0.925048828
13593,0.266845703,0.009765625,0.276611328
13594,0.266845703,0.509765625,0.776611328
13595,0.266845703,0.134765625,0.401611328
13596,0.266845703,0.634765625,0.901611328
13597,0.266845703,0.041015625,0.307861328
13598,0.266845703,0.541015625,0.807861328
13599,0.266845703,0.166015625,0.432861328
13600,0.266845703,0.666015625,0.932861328
13601,0.266845703,0.000488281,0.267333984
13602,0.266845703,0.500488281,0.767333984
13603,0.266845703,0.125488281,0.392333984
13604,0.266845703,0.625488281,0.892333984
13605,0.266845703,0.031738281,0.298583984
13606,0.266845703,0.531738281,0.798583984
13607,0.266845703,0.156738281,0.423583984
13608,0.266845703,0.656738281,0.923583984
13609,0.266845703,0.008300781,0.275146484
13610,0.266845703,0.508300781,0.775146484
13611,0.266845703,0.133300781,0.400146484
13612,0.266845703,0.633300781,0.900146484
13613,0.266845703,0.039550781,0.306396484
13614,0.266845703,0.539550781,0.806396484
13615,0.266845703,0.164550781,0.431396484
13616,0.266845703,0.664550781,0.931396484
13617,0.266845703,0.002441406,0.269287109
13618,0.266845703,0.502441406,0.769287109
13619,0.266845703,0.127441406,0.394287109
13620,0.266845703,0.627441406,0.894287109
13621,0.266845703,0.033691406,0.300537109
13622,0.266845703,0.533691406,0.800537109
13623,0.266845703,0.158691406,0.425537109
13624,0.266845703,0.658691406,0.925537109
13625,0.266845703,0.010253906,0.277099609
13626,0.266845703,0.510253906,0.777099609
13627,0.266845703,0.135253906,0.402099609
13628,0.266845703,0.635253906,0.902099609
13629,0.266845703,0.041503906,0.308349609
13630,0.266845703,0.541503906,0.808349609
13631,0.266845703,0.166503906,0.433349609
13632,0.266845703,0.666503906,0.933349609
13633,0.266845703,0.00012207,0.266967773
13634,0.266845703,0.50012207,0.766967773
13635,0.266845703,0.12512207,0.391967773
13636,0.266845703,0.62512207,0.891967773
13637,0.266845703,0.03137207,0.298217773
13638,0.266845703,0.53137207,0.798217773
13639,0.266845703,0.15637207,0.423217773
13640,0.266845703,0.65637207,0.923217773
13641,0.266845703,0.00793457,0.274780273
13642,0.266845703,0.50793457,0.774780273
13643,0.266845703,0.13293457,0.399780273
13644,0.266845703,0.63293457,0.899780273
13645,0.266845703,0.03918457,0.306030273
13646,0.266845703,0.53918457,0.806030273
13647,0.266845703,0.16418457,0.431030273
13648,0.266845703,0.66418457,0.931030273
13649,0.266845703,0.002075195,0.268920898
13650,0.266845703,0.502075195,0.768920898
13651,0.266845703,0.127075195,0.393920898
13652,0.266845703,0.627075195,0.893920898
13653,0.266845703,0.033325195,0.300170898
13654,0.266845703,0.533325195,0.800170898
13655,0.266845703,0.158325195,0.425170898
13656,0.266845703,0.658325195,0.925170898
13657,0.266845703,0.009887695,0.276733398
13658,0.266845703,0.509887695,0.776733398
13659,0.266845703,0.134887695,0.401733398
13660,0.266845703,0.634887695,0.901733398
13661,0.266845703,0.041137695,0.307983398
13662,0.266845703,0.541137695,0.807983398
13663,0.266845703,0.166137695,0.432983398
13664,0.266845703,0.666137695,0.932983398
13665,0.266845703,0.000610352,0.267456055
13666,0.266845703,0.500610352,0.767456055
13667,0.266845703,0.125610352,0.392456055
13668,0.266845703,0.625610352,0.892456055
13669,0.266845703,0.031860352,0.298706055
13670,0.266845703,0.531860352,0.798706055
13671,0.266845703,0.156860352,0.423706055
13672,0.266845703,0.656860352,0.923706055
13673,0.266845703,0.008422852,0.275268555
13674,0.266845703,0.508422852,0.775268555
13675,0.266845703,0.133422852,0.400268555
13676,0.266845703,0.633422852,0.900268555
13677,0.266845703,0.039672852,0.306518555
13678,0.266845703,0.539672852,0.806518555
13679,0.266845703,0.164672852,0.431518555
13680,0.266845703,0.664672852,0.931518555
13681,0.266845703,0.002563477,0.26940918
13682,0.266845703,0.502563477,0.76940918
13683,0.266845703,0.127563477,0.39440918
13684,0.266845703,0.627563477,0.89440918
13685,0.266845703,0.033813477,0.30065918
13686,0.266845703,0.533813477,0.80065918
13687,0.266845703,0.158813477,0.42565918
13688,0.266845703,0.658813477,0.92565918
13689,0.266845703,0.010375977,0.27722168
13690,0.266845703,0.510375977,0.77722168
13691,0.266845703,0.135375977,0.40222168
13692,0.266845703,0.635375977,0.90222168
13693,0.266845703,0.041625977,0.30847168
13694,0.266845703,0.541625977,0.80847168
13695,0.266845703,0.166625977,0.43347168
13696,0.266845703,0.666625977,0.93347168
13697,0.266845703,3.05E-05,0.266876221
13698,0.266845703,0.500030518,0.766876221
13699,0.266845703,0.125030518,0.391876221
13700,0.266845703,0.625030518,0.891876221
13701,0.266845703,0.031280518,0.298126221
13702,0.266845703,0.531280518,0.798126221
13703,0.266845703,0.156280518,0.423126221
13704,0.266845703,0.656280518,0.923126221
13705,0.266845703,0.007843018,0.274688721
13706,0.266845703,0.507843018,0.774688721
13707,0.266845703,0.132843018,0.399688721
13708,0.266845703,0.632843018,0.899688721
13709,0.266845703,0.039093018,0.305938721
13710,0.266845703,0.539093018,0.805938721
13711,0.266845703,0.164093018,0.430938721
13712,0.266845703,0.664093018,0.930938721
13713,0.266845703,0.001983643,0.268829346
13714,0.266845703,0.501983643,0.768829346
13715,0.266845703,0.126983643,0.393829346
13716,0.266845703,0.626983643,0.893829346
13717,0.266845703,0.033233643,0.300079346
13718,0.266845703,0.533233643,0.800079346
13719,0.266845703,0.158233643,0.425079346
13720,0.266845703,0.658233643,0.925079346
13721,0.266845703,0.009796143,0.276641846
13722,0.266845703,0.509796143,0.776641846
13723,0.266845703,0.134796143,0.401641846
13724,0.266845703,0.634796143,0.901641846
13725,0.266845703,0.041046143,0.307891846
13726,0.266845703,0.541046143,0.807891846
13727,0.266845703,0.166046143,0.432891846
13728,0.266845703,0.666046143,0.932891846
13729,0.266845703,0.000518799,0.267364502
13730,0.266845703,0.500518799,0.767364502
13731,0.266845703,0.125518799,0.392364502
13732,0.266845703,0.625518799,0.892364502
13733,0.266845703,0.031768799,0.298614502
13734,0.266845703,0.531768799,0.798614502
13735,0.266845703,0.156768799,0.423614502
13736,0.266845703,0.656768799,0.923614502
13737,0.266845703,0.008331299,0.275177002
13738,0.266845703,0.508331299,0.775177002
13739,0.266845703,0.133331299,0.400177002
13740,0.266845703,0.633331299,0.900177002
13741,0.266845703,0.039581299,0.306427002
13742,0.266845703,0.539581299,0.806427002
13743,0.266845703,0.164581299,0.431427002
13744,0.266845703,0.664581299,0.931427002
13745,0.266845703,0.002471924,0.269317627
13746,0.266845703,0.502471924,0.769317627
13747,0.266845703,0.127471924,0.394317627
13748,0.266845703,0.627471924,0.894317627
13749,0.266845703,0.033721924,0.300567627
13750,0.266845703,0.533721924,0.800567627
13751,0.266845703,0.158721924,0.425567627
13752,0.266845703,0.658721924,0.925567627
13753,0.266845703,0.010284424,0.277130127
13754,0.266845703,0.510284424,0.777130127
13755,0.266845703,0.135284424,0.402130127
13756,0.266845703,0.635284424,0.902130127
13757,0.266845703,0.041534424,0.308380127
13758,0.266845703,0.541534424,0.808380127
13759,0.266845703,0.166534424,0.433380127
13760,0.266845703,0.666534424,0.933380127
13761,0.266845703,0.000152588,0.266998291
13762,0.266845703,0.500152588,0.766998291
13763,0.266845703,0.125152588,0.391998291
13764,0.266845703,0.625152588,0.891998291
13765,0.266845703,0.031402588,0.298248291
13766,0.266845703,0.531402588,0.798248291
13767,0.266845703,0.156402588,0.423248291
13768,0.266845703,0.656402588,0.923248291
13769,0.266845703,0.007965088,0.274810791
13770,0.266845703,0.507965088,0.774810791
13771,0.266845703,0.132965088,0.399810791
13772,0.266845703,0.632965088,0.899810791
13773,0.266845703,0.039215088,0.306060791
13774,0.266845703,0.539215088,0.806060791
13775,0.266845703,0.164215088,0.431060791
13776,0.266845703,0.664215088,0.931060791
13777,0.266845703,0.002105713,0.268951416
13778,0.266845703,0.502105713,0.768951416
13779,0.266845703,0.127105713,0.393951416
13780,0.266845703,0.627105713,0.893951416
13781,0.266845703,0.033355713,0.300201416
13782,0.266845703,0.533355713,0.800201416
13783,0.266845703,0.158355713,0.425201416
13784,0.266845703,0.658355713,0.925201416
13785,0.266845703,0.009918213,0.276763916
13786,0.266845703,0.509918213,0.776763916
13787,0.266845703,0.134918213,0.401763916
13788,0.266845703,0.634918213,0.901763916
13789,0.266845703,0.041168213,0.308013916
13790,0.266845703,0.541168213,0.808013916
13791,0.266845703,0.166168213,0.433013916
13792,0.266845703,0.666168213,0.933013916
13793,0.266845703,0.000640869,0.267486572
13794,0.266845703,0.500640869,0.767486572
13795,0.266845703,0.125640869,0.392486572
13796,0.266845703,0.625640869,0.892486572
13797,0.266845703,0.031890869,0.298736572
13798,0.266845703,0.531890869,0.798736572
13799,0.266845703,0.156890869,0.423736572
13800,0.266845703,0.656890869,0.923736572
13801,0.266845703,0.008453369,0.275299072
13802,0.266845703,0.508453369,0.775299072
13803,0.266845703,0.133453369,0.400299072
13804,0.266845703,0.633453369,0.900299072
13805,0.266845703,0.039703369,0.306549072
13806,0.266845703,0.539703369,0.806549072
13807,0.266845703,0.164703369,0.431549072
13808,0.266845703,0.664703369,0.931549072
13809,0.266845703,0.002593994,0.269439697
13810,0.266845703,0.502593994,0.769439697
13811,0.266845703,0.127593994,0.394439697
13812,0.266845703,0.627593994,0.894439697
13813,0.266845703,0.033843994,0.300689697
13814,0.266845703,0.533843994,0.800689697
13815,0.266845703,0.158843994,0.425689697
13816,0.266845703,0.658843994,0.925689697
13817,0.266845703,0.010406494,0.277252197
13818,0.266845703,0.510406494,0.777252197
13819,0.266845703,0.135406494,0.402252197
13820,0.266845703,0.635406494,0.902252197
13821,0.266845703,0.041656494,0.308502197
13822,0.266845703,0.541656494,0.808502197
13823,0.266845703,0.166656494,0.433502197
13824,0.266845703,0.666656494,0.933502197
13825,0.079345703,0,0.079345703
13826,0.079345703,0.5,0.579345703
13827,0.079345703,0.125,0.204345703
13828,0.079345703,0.625,0.704345703
13829,0.079345703,0.03125,0.110595703
13830,0.079345703,0.53125,0.610595703
13831,0.079345703,0.15625,0.235595703
13832,0.079345703,0.65625,0.735595703
13833,0.079345703,0.0078125,0.087158203
13834,0.079345703,0.5078125,0.587158203
13835,0.079345703,0.1328125,0.212158203
13836,0.079345703,0.6328125,0.712158203
13837,0.079345703,0.0390625,0.118408203
13838,0.079345703,0.5390625,0.618408203
13839,0.079345703,0.1640625,0.243408203
13840,0.079345703,0.6640625,0.743408203
13841,0.079345703,0.001953125,0.081298828
13842,0.079345703,0.501953125,0.581298828
13843,0.079345703,0.126953125,0.206298828
13844,0.079345703,0.626953125,0.706298828
13845,0.079345703,0.033203125,0.112548828
13846,0.079345703,0.533203125,0.612548828
13847,0.079345703,0.158203125,0.237548828
13848,0.079345703,0.658203125,0.737548828
13849,0.079345703,0.009765625,0.089111328
13850,0.079345703,0.509765625,0.589111328
13851,0.079345703,0.134765625,0.214111328
13852,0.079345703,0.634765625,0.714111328
13853,0.079345703,0.041015625,0.120361328
13854,0.079345703,0.541015625,0.620361328
13855,0.079345703,0.166015625,0.245361328
13856,0.079345703,0.666015625,0.745361328
13857,0.079345703,0.000488281,0.079833984
13858,0.079345703,0.500488281,0.579833984
13859,0.079345703,0.125488281,0.204833984
13860,0.079345703,0.625488281,0.704833984
13861,0.079345703,0.031738281,0.111083984
13862,0.079345703,0.531738281,0.611083984
13863,0.079345703,0.156738281,0.236083984
13864,0.079345703,0.656738281,0.736083984
13865,0.079345703,0.008300781,0.087646484
13866,0.079345703,0.508300781,0.587646484
13867,0.079345703,0.133300781,0.212646484
13868,0.079345703,0.633300781,0.712646484
13869,0.079345703,0.039550781,0.118896484
13870,0.079345703,0.539550781,0.618896484
13871,0.079345703,0.164550781,0.243896484
13872,0.079345703,0.664550781,0.743896484
13873,0.079345703,0.002441406,0.081787109
13874,0.079345703,0.502441406,0.581787109
13875,0.079345703,0.127441406,0.206787109
13876,0.079345703,0.627441406,0.706787109
13877,0.079345703,0.033691406,0.113037109
13878,0.079345703,0.533691406,0.613037109
13879,0.079345703,0.158691406,0.238037109
13880,0.079345703,0.658691406,0.738037109
13881,0.079345703,0.010253906,0.089599609
13882,0.079345703,0.510253906,0.589599609
13883,0.079345703,0.135253906,0.214599609
13884,0.079345703,0.635253906,0.714599609
13885,0.079345703,0.041503906,0.120849609
13886,0.079345703,0.541503906,0.620849609
13887,0.079345703,0.166503906,0.245849609
13888,0.079345703,0.666503906,0.745849609
13889,0.079345703,0.00012207,0.079467773
13890,0.079345703,0.50012207,0.579467773
13891,0.079345703,0.12512207,0.204467773
13892,0.079345703,0.62512207,0.704467773
13893,0.079345703,0.03137207,0.110717773
13894,0.079345703,0.53137207,0.610717773
13895,0.079345703,0.15637207,0.235717773
13896,0.079345703,0.65637207,0.735717773
13897,0.079345703,0.00793457,0.087280273
13898,0.079345703,0.50793457,0.587280273
13899,0.079345703,0.13293457,0.212280273
13900,0.079345703,0.63293457,0.712280273
13901,0.079345703,0.03918457,0.118530273
13902,0.079345703,0.53918457,0.618530273
13903,0.079345703,0.16418457,0.243530273
13904,0.079345703,0.66418457,0.743530273
13905,0.079345703,0.002075195,0.081420898
13906,0.079345703,0.502075195,0.581420898
13907,0.079345703,0.127075195,0.206420898
13908,0.079345703,0.627075195,0.706420898
13909,0.079345703,0.033325195,0.112670898
13910,0.079345703,0.533325195,0.612670898
13911,0.079345703,0.158325195,0.237670898
13912,0.079345703,0.658325195,0.737670898
13913,0.079345703,0.009887695,0.089233398
13914,0.079345703,0.509887695,0.589233398
13915,0.079345703,0.134887695,0.214233398
13916,0.079345703,0.634887695,0.714233398
13917,0.079345703,0.041137695,0.120483398
13918,0.079345703,0.541137695,0.620483398
13919,0.079345703,0.166137695,0.245483398
13920,0.079345703,0.666137695,0.745483398
13921,0.079345703,0.000610352,0.079956055
13922,0.079345703,0.500610352,0.579956055
13923,0.079345703,0.125610352,0.204956055
13924,0.079345703,0.625610352,0.704956055
13925,0.079345703,0.031860352,0.111206055
13926,0.079345703,0.531860352,0.611206055
13927,0.079345703,0.156860352,0.236206055
13928,0.079345703,0.656860352,0.736206055
13929,0.079345703,0.008422852,0.087768555
13930,0.079345703,0.508422852,0.587768555
13931,0.079345703,0.133422852,0.212768555
13932,0.079345703,0.633422852,0.712768555
13933,0.079345703,0.039672852,0.119018555
13934,0.079345703,0.539672852,0.619018555
13935,0.079345703,0.164672852,0.244018555
13936,0.079345703,0.664672852,0.744018555
13937,0.079345703,0.002563477,0.08190918
13938,0.079345703,0.502563477,0.58190918
13939,0.079345703,0.127563477,0.20690918
13940,0.079345703,0.627563477,0.70690918
13941,0.079345703,0.033813477,0.11315918
13942,0.079345703,0.533813477,0.61315918
13943,0.079345703,0.158813477,0.23815918
13944,0.079345703,0.658813477,0.73815918
13945,0.079345703,0.010375977,0.08972168
13946,0.079345703,0.510375977,0.58972168
13947,0.079345703,0.135375977,0.21472168
13948,0.079345703,0.635375977,0.71472168
13949,0.079345703,0.041625977,0.12097168
